holder_id,check,detail,severity
H0027106,dob_missing,date_of_birth='',advisory
H0027127,nino_missing,NINO absent,blocking
H0027135,nino_missing,NINO absent,blocking
H0027143,dob_missing,date_of_birth='',advisory
H0027144,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0027172,nino_malformed,NINO fails structure: bad_format,blocking
H0027196,address_incomplete,missing postcode,advisory
H0027212,nino_missing,NINO absent,blocking
H0027212,address_incomplete,missing address_line_1,advisory
H0027219,nino_malformed,NINO fails structure: suffix_blank,blocking
H0027244,dob_missing,date_of_birth='',advisory
H0027251,nino_missing,NINO absent,blocking
H0027268,nino_missing,NINO absent,blocking
H0027292,address_incomplete,missing address_line_1,advisory
H0027317,nino_missing,NINO absent,blocking
H0027354,nino_missing,NINO absent,blocking
H0027355,dob_missing,date_of_birth='',advisory
H0027357,nino_malformed,NINO fails structure: suffix_blank,blocking
H0027366,address_incomplete,missing address_line_1,advisory
H0027372,nino_malformed,NINO fails structure: bad_format,blocking
H0027408,address_incomplete,missing address_line_1,advisory
H0027418,address_incomplete,missing address_line_1,advisory
H0027426,nino_missing,NINO absent,blocking
H0027449,nino_malformed,NINO fails structure: bad_format,blocking
H0027453,address_incomplete,missing postcode,advisory
H0027467,nino_malformed,NINO fails structure: bad_format,blocking
H0027487,nino_missing,NINO absent,blocking
H0027524,address_incomplete,missing postcode,advisory
H0027538,nino_missing,NINO absent,blocking
H0027548,address_incomplete,missing postcode,advisory
H0027558,address_incomplete,missing postcode,advisory
H0027567,nino_missing,NINO absent,blocking
H0027574,address_incomplete,missing address_line_1,advisory
H0027575,nino_missing,NINO absent,blocking
H0027576,address_incomplete,missing address_line_1,advisory
H0027600,dob_missing,date_of_birth='',advisory
H0027607,nino_malformed,NINO fails structure: suffix_blank,blocking
H0027610,address_incomplete,missing postcode,advisory
H0027639,nino_malformed,NINO fails structure: bad_format,blocking
H0027655,address_incomplete,missing postcode,advisory
H0027667,dob_missing,date_of_birth='',advisory
H0027681,nino_missing,NINO absent,blocking
H0027687,address_incomplete,missing postcode,advisory
H0027716,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0027729,nino_missing,NINO absent,blocking
H0027738,address_incomplete,missing postcode,advisory
H0027745,nino_missing,NINO absent,blocking
H0027753,nino_missing,NINO absent,blocking
H0027824,address_incomplete,missing address_line_1,advisory
H0027839,nino_missing,NINO absent,blocking
H0027861,nino_missing,NINO absent,blocking
H0027893,address_incomplete,missing address_line_1,advisory
H0027900,dob_missing,date_of_birth='',advisory
H0027901,dob_missing,date_of_birth='',advisory
H0027910,address_incomplete,missing postcode,advisory
H0027912,nino_malformed,NINO fails structure: bad_suffix,blocking
H0027916,address_incomplete,missing address_line_1,advisory
H0027930,nino_malformed,NINO fails structure: bad_format,blocking
H0027935,nino_malformed,NINO fails structure: suffix_blank,blocking
H0027943,nino_missing,NINO absent,blocking
H0027946,nino_malformed,NINO fails structure: bad_suffix,blocking
H0027948,nino_missing,NINO absent,blocking
H0027952,nino_missing,NINO absent,blocking
H0027972,nino_missing,NINO absent,blocking
H0027993,nino_missing,NINO absent,blocking
H0028028,dob_missing,date_of_birth='',advisory
H0028033,nino_missing,NINO absent,blocking
H0028034,nino_missing,NINO absent,blocking
H0028039,address_incomplete,missing postcode,advisory
H0028052,dob_missing,date_of_birth='',advisory
H0028057,nino_missing,NINO absent,blocking
H0028074,nino_malformed,NINO fails structure: bad_format,blocking
H0028082,dob_missing,date_of_birth='',advisory
H0028091,nino_missing,NINO absent,blocking
H0028102,nino_malformed,NINO fails structure: bad_format,blocking
H0028127,nino_malformed,NINO fails structure: suffix_blank,blocking
H0028176,address_incomplete,missing address_line_1,advisory
H0028178,nino_missing,NINO absent,blocking
H0028179,dob_missing,date_of_birth='',advisory
H0028181,nino_missing,NINO absent,blocking
H0028186,nino_missing,NINO absent,blocking
H0028189,nino_missing,NINO absent,blocking
H0028191,nino_malformed,NINO fails structure: suffix_blank,blocking
H0028209,address_incomplete,missing address_line_1,advisory
H0028214,dob_missing,date_of_birth='',advisory
H0028253,nino_missing,NINO absent,blocking
H0028272,address_incomplete,missing address_line_1,advisory
H0028279,nino_missing,NINO absent,blocking
H0028301,address_incomplete,missing address_line_1,advisory
H0028305,nino_missing,NINO absent,blocking
H0028311,nino_missing,NINO absent,blocking
H0028328,nino_missing,NINO absent,blocking
H0028343,address_incomplete,missing postcode,advisory
H0028347,nino_malformed,NINO fails structure: bad_format,blocking
H0028354,address_incomplete,missing postcode,advisory
H0028363,nino_missing,NINO absent,blocking
H0028379,dob_missing,date_of_birth='',advisory
H0028387,nino_malformed,NINO fails structure: suffix_blank,blocking
H0028390,address_incomplete,missing address_line_1,advisory
H0028391,nino_malformed,NINO fails structure: bad_format,blocking
H0028397,nino_malformed,NINO fails structure: bad_suffix,blocking
H0028408,dob_missing,date_of_birth='',advisory
H0028416,nino_missing,NINO absent,blocking
H0028418,address_incomplete,missing postcode,advisory
H0028441,address_incomplete,missing address_line_1,advisory
H0028452,nino_malformed,NINO fails structure: suffix_blank,blocking
H0028473,address_incomplete,missing postcode,advisory
H0028484,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0028500,nino_missing,NINO absent,blocking
H0028524,dob_missing,date_of_birth='',advisory
H0028533,nino_missing,NINO absent,blocking
H0028538,nino_malformed,NINO fails structure: suffix_blank,blocking
H0028555,nino_malformed,NINO fails structure: suffix_blank,blocking
H0028568,dob_missing,date_of_birth='',advisory
H0028571,dob_missing,date_of_birth='',advisory
H0028599,dob_missing,date_of_birth='',advisory
H0028612,address_incomplete,missing postcode,advisory
H0028615,address_incomplete,missing address_line_1,advisory
H0028636,dob_missing,date_of_birth='',advisory
H0028639,nino_missing,NINO absent,blocking
H0028644,nino_missing,NINO absent,blocking
H0028666,address_incomplete,missing postcode,advisory
H0028669,address_incomplete,missing postcode,advisory
H0028676,nino_missing,NINO absent,blocking
H0028677,address_incomplete,missing postcode,advisory
H0028681,address_incomplete,missing address_line_1,advisory
H0028684,nino_missing,NINO absent,blocking
H0028686,nino_malformed,NINO fails structure: suffix_blank,blocking
H0028722,nino_malformed,NINO fails structure: bad_format,blocking
H0028729,nino_missing,NINO absent,blocking
H0028750,nino_missing,NINO absent,blocking
H0028750,address_incomplete,missing postcode,advisory
H0028764,nino_missing,NINO absent,blocking
H0028776,nino_missing,NINO absent,blocking
H0028790,dob_missing,date_of_birth='',advisory
H0028791,nino_malformed,NINO fails structure: suffix_blank,blocking
H0028801,address_incomplete,missing address_line_1,advisory
H0028815,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0028821,nino_missing,NINO absent,blocking
H0028849,dob_missing,date_of_birth='',advisory
H0028869,address_incomplete,missing postcode,advisory
H0028871,nino_missing,NINO absent,blocking
H0028909,address_incomplete,missing address_line_1,advisory
H0028910,nino_missing,NINO absent,blocking
H0028916,nino_missing,NINO absent,blocking
H0028922,address_incomplete,missing address_line_1,advisory
H0028938,address_incomplete,missing address_line_1,advisory
H0028945,nino_missing,NINO absent,blocking
H0028952,nino_missing,NINO absent,blocking
H0028963,nino_malformed,NINO fails structure: bad_suffix,blocking
H0028980,dob_missing,date_of_birth='',advisory
H0028984,address_incomplete,missing address_line_1,advisory
H0029000,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0029020,nino_missing,NINO absent,blocking
H0029032,nino_missing,NINO absent,blocking
H0029039,dob_missing,date_of_birth='',advisory
H0029063,nino_missing,NINO absent,blocking
H0029107,nino_missing,NINO absent,blocking
H0029129,nino_malformed,NINO fails structure: bad_format,blocking
H0029186,address_incomplete,missing postcode,advisory
H0029201,address_incomplete,missing postcode,advisory
H0029211,nino_missing,NINO absent,blocking
H0029220,nino_missing,NINO absent,blocking
H0029228,address_incomplete,missing postcode,advisory
H0029258,nino_missing,NINO absent,blocking
H0029272,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0029280,nino_missing,NINO absent,blocking
H0029290,dob_missing,date_of_birth='',advisory
H0029296,dob_missing,date_of_birth='',advisory
H0029301,nino_missing,NINO absent,blocking
H0029309,nino_malformed,NINO fails structure: bad_format,blocking
H0029336,nino_missing,NINO absent,blocking
H0029376,nino_missing,NINO absent,blocking
H0029383,nino_missing,NINO absent,blocking
H0029392,address_incomplete,missing address_line_1,advisory
H0029420,nino_malformed,NINO fails structure: suffix_blank,blocking
H0029429,nino_malformed,NINO fails structure: bad_format,blocking
H0029446,nino_malformed,NINO fails structure: bad_format,blocking
H0029448,address_incomplete,missing postcode,advisory
H0029455,nino_missing,NINO absent,blocking
H0029458,nino_missing,NINO absent,blocking
H0029470,address_incomplete,missing address_line_1,advisory
H0029479,nino_malformed,NINO fails structure: suffix_blank,blocking
H0029487,dob_missing,date_of_birth='',advisory
H0029492,nino_missing,NINO absent,blocking
H0029502,dob_missing,date_of_birth='',advisory
H0029509,nino_missing,NINO absent,blocking
H0029509,dob_missing,date_of_birth='',advisory
H0029511,nino_missing,NINO absent,blocking
H0029511,address_incomplete,missing address_line_1,advisory
H0029514,nino_missing,NINO absent,blocking
H0029523,address_incomplete,missing address_line_1,advisory
H0029525,address_incomplete,missing address_line_1,advisory
H0029526,nino_missing,NINO absent,blocking
H0029530,nino_missing,NINO absent,blocking
H0029532,nino_malformed,NINO fails structure: suffix_blank,blocking
H0029544,nino_missing,NINO absent,blocking
H0029550,nino_malformed,NINO fails structure: bad_format,blocking
H0029552,nino_missing,NINO absent,blocking
H0029563,address_incomplete,missing postcode,advisory
H0029576,address_incomplete,missing address_line_1,advisory
H0029631,dob_missing,date_of_birth='',advisory
H0029631,address_incomplete,missing postcode,advisory
H0029656,nino_malformed,NINO fails structure: bad_format,blocking
H0029667,nino_malformed,NINO fails structure: bad_format,blocking
H0029668,nino_missing,NINO absent,blocking
H0029673,address_incomplete,missing address_line_1,advisory
H0029686,address_incomplete,missing address_line_1,advisory
H0029690,address_incomplete,missing address_line_1,advisory
H0029691,nino_malformed,NINO fails structure: bad_format,blocking
H0029704,nino_malformed,NINO fails structure: bad_format,blocking
H0029734,dob_missing,date_of_birth='',advisory
H0029738,dob_missing,date_of_birth='',advisory
H0029741,dob_missing,date_of_birth='',advisory
H0029752,nino_malformed,NINO fails structure: bad_format,blocking
H0029756,nino_missing,NINO absent,blocking
H0029761,address_incomplete,missing postcode,advisory
H0029762,dob_missing,date_of_birth='',advisory
H0029781,nino_missing,NINO absent,blocking
H0029834,nino_missing,NINO absent,blocking
H0029838,address_incomplete,missing address_line_1,advisory
H0029845,address_incomplete,missing postcode,advisory
H0029849,address_incomplete,missing address_line_1,advisory
H0029855,dob_missing,date_of_birth='',advisory
H0029858,nino_malformed,NINO fails structure: bad_format,blocking
H0029880,address_incomplete,missing address_line_1,advisory
H0029886,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0029903,dob_missing,date_of_birth='',advisory
H0029910,nino_malformed,NINO fails structure: bad_format,blocking
H0029911,nino_missing,NINO absent,blocking
H0030001,nino_missing,NINO absent,blocking
H0030002,nino_missing,NINO absent,blocking
H0030003,nino_malformed,NINO fails structure: suffix_blank,blocking
H0030006,nino_missing,NINO absent,blocking
H0030007,nino_missing,NINO absent,blocking
H0030022,nino_missing,NINO absent,blocking
H0030040,dob_missing,date_of_birth='',advisory
H0030045,nino_malformed,NINO fails structure: bad_format,blocking
H0030064,nino_missing,NINO absent,blocking
H0030084,dob_missing,date_of_birth='',advisory
H0030086,nino_missing,NINO absent,blocking
H0030088,nino_malformed,NINO fails structure: bad_suffix,blocking
H0030094,address_incomplete,missing postcode,advisory
H0030104,nino_missing,NINO absent,blocking
H0030117,dob_missing,date_of_birth='',advisory
H0030147,address_incomplete,missing postcode,advisory
H0030150,nino_malformed,NINO fails structure: bad_format,blocking
H0030162,nino_missing,NINO absent,blocking
H0030163,address_incomplete,missing address_line_1,advisory
H0030200,nino_missing,NINO absent,blocking
H0030213,nino_missing,NINO absent,blocking
H0030241,nino_missing,NINO absent,blocking
H0030250,address_incomplete,missing address_line_1,advisory
H0030281,address_incomplete,missing address_line_1,advisory
H0030285,dob_missing,date_of_birth='',advisory
H0030285,address_incomplete,missing postcode,advisory
H0030312,nino_malformed,NINO fails structure: bad_suffix,blocking
H0030319,nino_missing,NINO absent,blocking
H0030334,nino_missing,NINO absent,blocking
H0030338,nino_missing,NINO absent,blocking
H0030389,nino_missing,NINO absent,blocking
H0030396,nino_missing,NINO absent,blocking
H0030431,nino_missing,NINO absent,blocking
H0030437,address_incomplete,missing postcode,advisory
H0030447,nino_missing,NINO absent,blocking
H0030449,nino_malformed,NINO fails structure: bad_suffix,blocking
H0030452,address_incomplete,missing postcode,advisory
H0030454,address_incomplete,missing address_line_1,advisory
H0030456,nino_missing,NINO absent,blocking
H0030464,address_incomplete,missing address_line_1,advisory
H0030466,dob_missing,date_of_birth='',advisory
H0030470,nino_missing,NINO absent,blocking
H0030518,address_incomplete,missing address_line_1,advisory
H0030527,nino_missing,NINO absent,blocking
H0030534,nino_missing,NINO absent,blocking
H0030545,nino_missing,NINO absent,blocking
H0030558,nino_missing,NINO absent,blocking
H0030562,address_incomplete,missing postcode,advisory
H0030570,dob_missing,date_of_birth='',advisory
H0030593,dob_missing,date_of_birth='',advisory
H0030599,nino_missing,NINO absent,blocking
H0030606,address_incomplete,missing address_line_1,advisory
H0030660,dob_missing,date_of_birth='',advisory
H0030661,dob_missing,date_of_birth='',advisory
H0030667,nino_missing,NINO absent,blocking
H0030700,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0030702,nino_missing,NINO absent,blocking
H0030716,nino_missing,NINO absent,blocking
H0030749,nino_missing,NINO absent,blocking
H0030752,nino_missing,NINO absent,blocking
H0030755,nino_malformed,NINO fails structure: bad_format,blocking
H0030768,dob_missing,date_of_birth='',advisory
H0030777,address_incomplete,missing address_line_1,advisory
H0030795,dob_missing,date_of_birth='',advisory
H0030796,nino_malformed,NINO fails structure: suffix_blank,blocking
H0030810,nino_missing,NINO absent,blocking
H0030842,nino_missing,NINO absent,blocking
H0030847,dob_missing,date_of_birth='',advisory
H0030848,address_incomplete,missing address_line_1,advisory
H0030850,dob_missing,date_of_birth='',advisory
H0030854,nino_missing,NINO absent,blocking
H0030859,nino_malformed,NINO fails structure: bad_suffix,blocking
H0030870,nino_malformed,NINO fails structure: bad_suffix,blocking
H0030906,nino_missing,NINO absent,blocking
H0030907,dob_missing,date_of_birth='',advisory
H0030920,dob_missing,date_of_birth='',advisory
H0030925,nino_missing,NINO absent,blocking
H0030953,nino_missing,NINO absent,blocking
H0030956,nino_malformed,NINO fails structure: bad_format,blocking
H0030966,address_incomplete,missing address_line_1,advisory
H0030986,nino_missing,NINO absent,blocking
H0030987,address_incomplete,missing postcode,advisory
H0030999,dob_missing,date_of_birth='',advisory
H0031027,nino_malformed,NINO fails structure: bad_suffix,blocking
H0031041,dob_missing,date_of_birth='',advisory
H0031049,nino_malformed,NINO fails structure: bad_format,blocking
H0031049,dob_missing,date_of_birth='',advisory
H0031063,address_incomplete,missing address_line_1,advisory
H0031074,nino_missing,NINO absent,blocking
H0031089,nino_missing,NINO absent,blocking
H0031093,nino_missing,NINO absent,blocking
H0031105,address_incomplete,missing address_line_1,advisory
H0031120,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0031125,address_incomplete,missing postcode,advisory
H0031127,nino_missing,NINO absent,blocking
H0031140,nino_missing,NINO absent,blocking
H0031143,nino_missing,NINO absent,blocking
H0031148,address_incomplete,missing address_line_1,advisory
H0031149,nino_missing,NINO absent,blocking
H0031151,nino_missing,NINO absent,blocking
H0031171,nino_malformed,NINO fails structure: bad_suffix,blocking
H0031174,nino_missing,NINO absent,blocking
H0031217,nino_malformed,NINO fails structure: bad_format,blocking
H0031220,nino_missing,NINO absent,blocking
H0031225,nino_missing,NINO absent,blocking
H0031262,nino_missing,NINO absent,blocking
H0031264,address_incomplete,missing address_line_1,advisory
H0031266,nino_missing,NINO absent,blocking
H0031276,nino_missing,NINO absent,blocking
H0031279,address_incomplete,missing postcode,advisory
H0031292,nino_malformed,NINO fails structure: bad_format,blocking
H0031292,address_incomplete,missing address_line_1,advisory
H0031294,address_incomplete,missing address_line_1,advisory
H0031313,address_incomplete,missing postcode,advisory
H0031314,nino_missing,NINO absent,blocking
H0031322,nino_missing,NINO absent,blocking
H0031342,nino_missing,NINO absent,blocking
H0031351,nino_malformed,NINO fails structure: bad_suffix,blocking
H0031354,nino_missing,NINO absent,blocking
H0031368,address_incomplete,missing postcode,advisory
H0031369,dob_missing,date_of_birth='',advisory
H0031374,nino_missing,NINO absent,blocking
H0031392,address_incomplete,missing address_line_1,advisory
H0031397,nino_missing,NINO absent,blocking
H0031425,nino_missing,NINO absent,blocking
H0031450,nino_malformed,NINO fails structure: suffix_blank,blocking
H0031456,nino_missing,NINO absent,blocking
H0031468,nino_missing,NINO absent,blocking
H0031496,nino_missing,NINO absent,blocking
H0031511,dob_missing,date_of_birth='',advisory
H0031527,dob_missing,date_of_birth='',advisory
H0031538,dob_missing,date_of_birth='',advisory
H0031558,nino_missing,NINO absent,blocking
H0031560,nino_malformed,NINO fails structure: bad_suffix,blocking
H0031568,address_incomplete,missing postcode,advisory
H0031607,address_incomplete,missing postcode,advisory
H0031623,nino_malformed,NINO fails structure: bad_format,blocking
H0031651,nino_malformed,NINO fails structure: bad_suffix,blocking
H0031668,dob_missing,date_of_birth='',advisory
H0031670,nino_missing,NINO absent,blocking
H0031678,nino_missing,NINO absent,blocking
H0031720,nino_malformed,NINO fails structure: bad_format,blocking
H0031724,nino_missing,NINO absent,blocking
H0031726,nino_missing,NINO absent,blocking
H0031729,dob_missing,date_of_birth='',advisory
H0031730,address_incomplete,missing postcode,advisory
H0031750,dob_missing,date_of_birth='',advisory
H0031769,nino_missing,NINO absent,blocking
H0031772,nino_missing,NINO absent,blocking
H0031783,nino_missing,NINO absent,blocking
H0031793,address_incomplete,missing address_line_1,advisory
H0031799,address_incomplete,missing postcode,advisory
H0031831,nino_missing,NINO absent,blocking
H0031833,nino_malformed,NINO fails structure: bad_format,blocking
H0031842,address_incomplete,missing postcode,advisory
H0031861,nino_missing,NINO absent,blocking
H0031863,dob_missing,date_of_birth='',advisory
H0031867,nino_missing,NINO absent,blocking
H0031869,nino_missing,NINO absent,blocking
H0031883,dob_missing,date_of_birth='',advisory
H0031895,nino_missing,NINO absent,blocking
H0031901,address_incomplete,missing address_line_1,advisory
H0031917,nino_missing,NINO absent,blocking
H0031935,nino_missing,NINO absent,blocking
H0031982,dob_missing,date_of_birth='',advisory
H0031986,dob_missing,date_of_birth='',advisory
H0031998,nino_missing,NINO absent,blocking
H0032014,nino_missing,NINO absent,blocking
H0032024,address_incomplete,missing address_line_1,advisory
H0032068,dob_missing,date_of_birth='',advisory
H0032084,nino_missing,NINO absent,blocking
H0032085,dob_missing,date_of_birth='',advisory
H0032092,address_incomplete,missing postcode,advisory
H0032096,nino_missing,NINO absent,blocking
H0032101,nino_malformed,NINO fails structure: bad_format,blocking
H0032110,nino_missing,NINO absent,blocking
H0032114,nino_malformed,NINO fails structure: bad_format,blocking
H0032119,nino_missing,NINO absent,blocking
H0032170,nino_missing,NINO absent,blocking
H0032172,nino_malformed,NINO fails structure: bad_format,blocking
H0032181,address_incomplete,missing address_line_1,advisory
H0032195,nino_missing,NINO absent,blocking
H0032204,address_incomplete,missing postcode,advisory
H0032205,nino_malformed,NINO fails structure: suffix_blank,blocking
H0032215,nino_missing,NINO absent,blocking
H0032230,address_incomplete,missing address_line_1,advisory
H0032268,nino_missing,NINO absent,blocking
H0032306,address_incomplete,missing postcode,advisory
H0032313,nino_malformed,NINO fails structure: suffix_blank,blocking
H0032319,nino_malformed,NINO fails structure: bad_suffix,blocking
H0032338,address_incomplete,missing address_line_1,advisory
H0032339,nino_missing,NINO absent,blocking
H0032339,address_incomplete,missing address_line_1,advisory
H0032358,address_incomplete,missing address_line_1,advisory
H0032364,address_incomplete,missing postcode,advisory
H0032383,nino_malformed,NINO fails structure: bad_format,blocking
H0032397,nino_malformed,NINO fails structure: suffix_blank,blocking
H0032427,dob_missing,date_of_birth='',advisory
H0032434,nino_missing,NINO absent,blocking
H0032443,address_incomplete,missing address_line_1,advisory
H0032464,address_incomplete,missing postcode,advisory
H0032465,nino_missing,NINO absent,blocking
H0032472,nino_malformed,NINO fails structure: suffix_blank,blocking
H0032496,nino_missing,NINO absent,blocking
H0032498,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0032510,nino_malformed,NINO fails structure: bad_format,blocking
H0032543,address_incomplete,missing address_line_1,advisory
H0032550,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0032592,nino_malformed,NINO fails structure: bad_suffix,blocking
H0032597,nino_missing,NINO absent,blocking
H0032616,nino_missing,NINO absent,blocking
H0032654,nino_missing,NINO absent,blocking
H0032665,address_incomplete,missing address_line_1,advisory
H0032670,address_incomplete,missing postcode,advisory
H0032673,address_incomplete,missing postcode,advisory
H0032681,address_incomplete,missing address_line_1,advisory
H0032690,address_incomplete,missing postcode,advisory
H0032708,address_incomplete,missing address_line_1,advisory
H0032733,nino_missing,NINO absent,blocking
H0032750,address_incomplete,missing postcode,advisory
H0032761,nino_missing,NINO absent,blocking
H0032763,nino_missing,NINO absent,blocking
H0032778,address_incomplete,missing postcode,advisory
H0032780,nino_missing,NINO absent,blocking
H0032795,address_incomplete,missing address_line_1,advisory
H0032809,nino_missing,NINO absent,blocking
H0032811,dob_missing,date_of_birth='',advisory
H0032821,nino_malformed,NINO fails structure: suffix_blank,blocking
H0032829,nino_missing,NINO absent,blocking
H0032829,address_incomplete,missing postcode,advisory
H0032830,nino_missing,NINO absent,blocking
H0032868,dob_missing,date_of_birth='',advisory
H0032878,address_incomplete,missing address_line_1,advisory
H0032882,address_incomplete,missing address_line_1,advisory
H0032884,nino_missing,NINO absent,blocking
H0032898,nino_malformed,NINO fails structure: suffix_blank,blocking
H0032903,address_incomplete,missing address_line_1,advisory
H0032906,address_incomplete,missing postcode,advisory
H0032934,nino_malformed,NINO fails structure: bad_format,blocking
H0032937,address_incomplete,missing postcode,advisory
H0032946,dob_missing,date_of_birth='',advisory
H0032951,address_incomplete,missing postcode,advisory
H0032978,nino_missing,NINO absent,blocking
H0032993,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0032998,nino_missing,NINO absent,blocking
H0033019,nino_malformed,NINO fails structure: suffix_blank,blocking
H0033024,dob_missing,date_of_birth='',advisory
H0033034,nino_missing,NINO absent,blocking
H0033052,address_incomplete,missing address_line_1,advisory
H0033054,dob_missing,date_of_birth='',advisory
H0033066,nino_missing,NINO absent,blocking
H0033071,nino_missing,NINO absent,blocking
H0033074,nino_malformed,NINO fails structure: bad_format,blocking
H0033077,nino_missing,NINO absent,blocking
H0033102,address_incomplete,missing postcode,advisory
H0033105,nino_missing,NINO absent,blocking
H0033108,nino_missing,NINO absent,blocking
H0033109,address_incomplete,missing postcode,advisory
H0033112,nino_missing,NINO absent,blocking
H0033137,address_incomplete,missing postcode,advisory
H0033156,nino_missing,NINO absent,blocking
H0033183,nino_missing,NINO absent,blocking
H0033210,nino_malformed,NINO fails structure: bad_format,blocking
H0033212,nino_malformed,NINO fails structure: suffix_blank,blocking
H0033241,address_incomplete,missing address_line_1,advisory
H0033252,dob_missing,date_of_birth='',advisory
H0033259,address_incomplete,missing address_line_1,advisory
H0033260,dob_missing,date_of_birth='',advisory
H0033269,nino_missing,NINO absent,blocking
H0033272,nino_missing,NINO absent,blocking
H0033288,nino_missing,NINO absent,blocking
H0033314,nino_missing,NINO absent,blocking
H0033318,nino_missing,NINO absent,blocking
H0033326,address_incomplete,missing address_line_1,advisory
H0033339,address_incomplete,missing address_line_1,advisory
H0033341,nino_missing,NINO absent,blocking
H0033346,nino_malformed,NINO fails structure: bad_format,blocking
H0033350,address_incomplete,missing postcode,advisory
H0033356,nino_missing,NINO absent,blocking
H0033357,address_incomplete,missing postcode,advisory
H0033360,address_incomplete,missing address_line_1,advisory
H0033373,nino_missing,NINO absent,blocking
H0033392,nino_missing,NINO absent,blocking
H0033405,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0033412,dob_missing,date_of_birth='',advisory
H0033422,address_incomplete,missing address_line_1,advisory
H0033424,dob_missing,date_of_birth='',advisory
H0033425,nino_malformed,NINO fails structure: bad_suffix,blocking
H0033439,nino_missing,NINO absent,blocking
H0033457,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0033458,dob_missing,date_of_birth='',advisory
H0033469,nino_malformed,NINO fails structure: bad_format,blocking
H0033475,address_incomplete,missing postcode,advisory
H0033484,dob_missing,date_of_birth='',advisory
H0033506,nino_missing,NINO absent,blocking
H0033522,nino_malformed,NINO fails structure: bad_suffix,blocking
H0033526,dob_missing,date_of_birth='',advisory
H0033540,nino_missing,NINO absent,blocking
H0033577,dob_missing,date_of_birth='',advisory
H0033625,nino_malformed,NINO fails structure: bad_format,blocking
H0033638,address_incomplete,missing address_line_1,advisory
H0033660,nino_missing,NINO absent,blocking
H0033664,nino_missing,NINO absent,blocking
H0033681,nino_malformed,NINO fails structure: suffix_blank,blocking
H0033686,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0033690,nino_malformed,NINO fails structure: suffix_blank,blocking
H0033696,address_incomplete,missing postcode,advisory
H0033697,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0033701,nino_malformed,NINO fails structure: suffix_blank,blocking
H0033706,nino_missing,NINO absent,blocking
H0033709,nino_missing,NINO absent,blocking
H0033710,address_incomplete,missing postcode,advisory
H0033720,address_incomplete,missing postcode,advisory
H0033722,dob_missing,date_of_birth='',advisory
H0033744,address_incomplete,missing address_line_1,advisory
H0033771,address_incomplete,missing postcode,advisory
H0033784,nino_missing,NINO absent,blocking
H0033784,dob_missing,date_of_birth='',advisory
H0033785,dob_missing,date_of_birth='',advisory
H0033788,address_incomplete,missing address_line_1,advisory
H0033801,dob_missing,date_of_birth='',advisory
H0033805,nino_missing,NINO absent,blocking
H0033816,nino_missing,NINO absent,blocking
H0033822,nino_malformed,NINO fails structure: bad_suffix,blocking
H0033822,address_incomplete,missing postcode,advisory
H0033828,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0033833,nino_missing,NINO absent,blocking
H0033844,nino_missing,NINO absent,blocking
H0033849,nino_missing,NINO absent,blocking
H0033850,address_incomplete,missing address_line_1,advisory
H0033871,nino_missing,NINO absent,blocking
H0033878,dob_missing,date_of_birth='',advisory
H0033881,dob_missing,date_of_birth='',advisory
H0033885,nino_malformed,NINO fails structure: bad_suffix,blocking
H0033887,nino_missing,NINO absent,blocking
H0033896,address_incomplete,missing postcode,advisory
H0033901,nino_malformed,NINO fails structure: bad_suffix,blocking
H0033938,address_incomplete,missing postcode,advisory
H0033942,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0033948,nino_malformed,NINO fails structure: bad_suffix,blocking
H0033951,address_incomplete,missing postcode,advisory
H0033958,nino_missing,NINO absent,blocking
H0033967,nino_missing,NINO absent,blocking
H0033980,address_incomplete,missing address_line_1,advisory
H0033987,nino_malformed,NINO fails structure: bad_suffix,blocking
H0033990,address_incomplete,missing postcode,advisory
H0034013,nino_malformed,NINO fails structure: bad_format,blocking
H0034035,nino_missing,NINO absent,blocking
H0034061,nino_missing,NINO absent,blocking
H0034063,dob_missing,date_of_birth='',advisory
H0034065,address_incomplete,missing address_line_1,advisory
H0034066,dob_missing,date_of_birth='',advisory
H0034070,nino_missing,NINO absent,blocking
H0034074,nino_missing,NINO absent,blocking
H0034093,nino_malformed,NINO fails structure: bad_format,blocking
H0034095,dob_missing,date_of_birth='',advisory
H0034098,nino_malformed,NINO fails structure: disallowed_prefix,blocking
H0034104,nino_missing,NINO absent,blocking
H0034106,address_incomplete,missing postcode,advisory
